Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,SaleType_E,SaleCondition_E
64,70,10300,7,6,1921,1950,0,0,576,576,808,0,1710,0,0,2,0,3,1,0,480,12,11,64,0,0,0,0,4,2010,140000,2.0,2.0,1.0,1.0,6.0,4.0,3.0,5.0,7.0,2.0,3.0,8.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
65,60,9375,7,5,1997,1998,739,0,318,1057,977,0,2034,1,0,2,1,3,1,0,645,576,36,0,0,0,0,0,2,2009,219500,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
66,60,9591,8,5,2004,2005,0,0,1143,1143,1330,0,2473,0,0,2,1,4,1,1,852,192,151,0,0,0,0,0,10,2007,317000,4.0,1.0,2.0,1.0,24.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,3.0,5.0,5.0
67,20,19900,7,5,1970,1989,912,0,1035,1947,0,0,2207,1,0,2,0,3,1,1,576,301,0,0,0,0,0,0,7,2010,180000,4.0,1.0,2.0,1.0,11.0,9.0,5.0,5.0,6.0,2.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0
68,20,10665,7,5,2003,2003,1013,0,440,1453,0,0,1479,1,0,2,0,3,1,0,558,144,29,0,0,0,0,0,6,2007,226000,4.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
69,30,4608,4,6,1945,1950,0,0,747,747,0,0,747,0,0,1,0,2,1,0,220,0,0,0,0,0,0,0,6,2010,80000,2.0,1.0,2.0,3.0,6.0,1.0,5.0,5.0,6.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
70,50,15593,7,4,1953,1953,603,0,701,1304,983,0,2287,0,0,2,0,3,1,1,667,0,21,114,0,0,0,0,7,2006,225000,4.0,1.0,2.0,3.0,19.0,5.0,5.0,5.0,3.0,2.0,3.0,11.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,5.0,3.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
71,20,13651,7,6,1973,1973,1880,0,343,2223,0,0,2223,1,0,2,0,3,1,2,516,300,0,0,0,0,0,0,2,2007,244000,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
72,20,7599,4,6,1982,2006,565,0,280,845,0,0,845,1,0,1,0,2,1,0,360,0,0,0,0,0,0,0,6,2007,129500,4.0,1.0,2.0,3.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
73,60,10141,7,5,1998,1998,0,0,832,832,833,0,1718,0,0,2,1,3,1,1,427,0,94,0,0,291,0,0,12,2009,185000,4.0,2.0,2.0,3.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
74,20,10200,5,7,1954,2003,320,362,404,1086,0,0,1086,1,0,1,0,3,1,0,490,0,0,0,0,0,0,0,5,2010,144900,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
75,50,5790,3,6,1915,1950,0,0,840,840,765,0,1605,0,0,2,0,3,2,0,379,0,0,202,0,0,0,0,5,2010,107400,2.0,1.0,2.0,3.0,6.0,5.0,5.0,5.0,7.0,1.0,3.0,12.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,6.0,6.0,6.0,4.0,1.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
76,180,1596,4,5,1973,1973,462,0,0,462,462,0,988,1,0,1,0,2,1,0,297,120,101,0,0,0,0,0,11,2009,91000,2.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,3.0,13.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,7.0,2.0,4.0,3.0,5.0,5.0
77,20,8475,4,7,1956,1956,228,0,724,952,0,0,952,0,0,1,0,2,1,0,283,0,0,0,0,0,0,0,4,2008,135750,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
78,50,8635,5,5,1948,2001,336,41,295,672,213,0,1285,1,0,1,0,2,1,0,240,0,0,0,0,0,0,0,1,2008,127000,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,6.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0
79,90,10778,4,5,1968,1968,0,0,1768,1768,0,0,1768,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,4,2010,136500,4.0,1.0,2.0,1.0,7.0,5.0,5.0,2.0,6.0,5.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
80,50,10440,5,6,1910,1981,0,0,440,440,548,0,1230,0,0,1,1,2,1,0,440,74,0,128,0,0,0,0,5,2009,110000,2.0,1.0,2.0,3.0,6.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
81,60,13000,6,6,1968,1968,448,0,448,896,960,0,2142,0,0,2,1,4,1,1,509,0,72,0,0,252,0,0,6,2009,193500,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
82,120,4500,6,5,1998,1998,1201,0,36,1237,0,0,1337,1,0,2,0,2,1,0,405,0,199,0,0,0,0,0,3,2006,153500,2.0,1.0,2.0,2.0,12.0,5.0,5.0,4.0,6.0,5.0,3.0,12.0,3.0,2.0,3.0,6.0,5.0,5.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
83,20,10206,8,5,2007,2007,33,0,1530,1563,0,0,1563,0,0,2,0,3,1,1,758,144,99,0,0,0,0,0,10,2008,245000,4.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,5.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
84,20,8892,5,5,1960,1960,0,0,1065,1065,0,0,1065,0,0,1,1,3,1,0,461,74,0,0,0,0,0,0,7,2007,126500,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,4.0,5.0
85,80,8530,7,5,1995,1996,0,0,384,384,670,0,1474,0,0,2,1,3,1,1,400,120,72,0,0,0,0,700,5,2009,168500,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
86,60,16059,8,5,1991,1992,0,0,1288,1288,1116,0,2417,0,0,2,1,4,1,1,462,127,82,0,0,0,0,0,4,2006,260000,4.0,1.0,2.0,3.0,25.0,5.0,5.0,5.0,7.0,5.0,3.0,9.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
87,60,11911,6,5,2005,2005,0,0,684,684,876,0,1560,0,0,2,1,3,1,1,400,100,38,0,0,0,0,0,3,2009,174000,4.0,4.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
88,160,3951,6,5,2009,2009,0,0,612,612,612,0,1224,0,0,2,1,2,1,0,528,0,234,0,0,0,0,0,6,2009,164500,5.0,1.0,2.0,3.0,20.0,5.0,5.0,4.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,3.0,4.0,3.0,9.0,6.0
89,50,8470,3,2,1915,1982,0,0,1013,1013,0,513,1526,0,0,1,0,2,1,0,0,0,0,156,0,0,0,0,10,2009,85000,1.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,10.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,3.0,1.0,5.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0
90,20,8070,4,5,1994,1995,588,0,402,990,0,0,990,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,8,2007,123600,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
91,20,7200,4,5,1950,1950,0,0,0,0,0,0,1040,0,0,1,0,2,1,0,420,0,29,0,0,0,0,0,7,2006,109900,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
92,20,8500,5,3,1961,1961,600,0,635,1235,0,0,1235,0,0,1,0,2,1,0,480,0,0,0,0,0,0,0,12,2006,98600,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,2.0
93,30,13360,5,7,1921,2006,713,0,163,876,0,0,964,1,0,1,0,2,1,0,432,0,0,44,0,0,0,0,8,2009,163500,4.0,2.0,4.0,1.0,18.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
94,190,7200,6,6,1910,1998,1046,0,168,1214,1031,0,2291,0,1,2,0,4,2,1,506,0,0,0,0,99,0,0,11,2007,133900,1.0,1.0,2.0,3.0,6.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,6.0,5.0,5.0,1.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
95,60,9337,6,5,1997,1997,648,0,176,824,881,0,1786,1,0,2,1,3,1,0,684,0,162,0,0,0,0,0,5,2007,204750,4.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,2.0,3.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
96,60,9765,6,8,1993,1993,310,0,370,680,790,0,1470,0,0,2,1,3,1,1,420,232,63,0,0,0,0,480,4,2009,185000,4.0,4.0,2.0,3.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,4.0,3.0,6.0,4.0,5.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
97,20,10264,7,5,1999,1999,1162,0,426,1588,0,0,1588,0,0,2,0,3,1,0,472,158,29,0,0,0,0,0,8,2006,214000,4.0,2.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
98,20,10921,4,5,1965,1965,520,0,440,960,0,0,960,1,0,1,0,3,1,0,432,120,0,0,0,0,0,0,5,2007,94750,4.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,3.0,2.0,7.0,6.0,4.0,4.0,2.0,5.0,5.0
99,30,10625,5,5,1920,1950,108,0,350,458,0,0,835,0,0,1,0,2,1,0,366,0,0,77,0,0,0,400,5,2010,83000,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,6.0,6.0,2.0,1.0,5.0,2.0,7.0,5.0,2.0,3.0,3.0,4.0,2.0
100,20,9320,4,5,1959,1959,569,0,381,950,0,0,1225,1,0,1,1,3,1,0,0,352,0,0,0,0,0,400,1,2010,128950,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,2.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
101,20,10603,6,7,1977,2001,1200,0,410,1610,0,0,1610,1,0,2,0,3,1,2,480,168,68,0,0,0,0,0,2,2010,205000,4.0,2.0,2.0,1.0,14.0,5.0,5.0,5.0,6.0,2.0,3.0,10.0,3.0,2.0,4.0,6.0,3.0,4.0,3.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
102,60,9206,6,5,1985,1985,0,0,741,741,755,0,1732,0,0,2,1,3,1,1,476,192,46,0,0,0,0,0,6,2010,178000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
103,90,7018,5,5,1979,1979,0,0,0,0,0,0,1535,0,0,2,0,4,2,0,410,0,0,0,0,0,0,0,6,2009,118964,4.0,1.0,1.0,1.0,13.0,5.0,5.0,2.0,6.0,2.0,3.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,4.0
104,20,10402,7,5,2009,2009,0,0,1226,1226,0,0,1226,0,0,2,0,3,1,0,740,0,36,0,0,0,0,0,5,2010,198900,4.0,2.0,2.0,3.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
105,50,7758,7,4,1931,1950,224,0,816,1040,592,0,1818,0,0,1,1,4,1,2,240,0,0,0,0,184,0,0,6,2007,169500,2.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,8.0,3.0,2.0,2.0,6.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,2.0,3.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
106,60,9375,8,5,2003,2004,0,0,1053,1053,939,0,1992,0,0,2,1,3,1,1,648,140,45,0,0,0,0,0,8,2008,250000,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,7.0,5.0,3.0,12.0,3.0,3.0,4.0,6.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
107,30,10800,4,7,1885,1995,0,0,641,641,0,0,1047,0,0,1,0,2,1,0,273,0,0,0,0,0,0,450,8,2007,100000,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,12.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,3.0,1.0,5.0,5.0
108,20,6000,5,5,1948,1950,104,169,516,789,0,0,789,0,0,1,0,2,1,0,250,0,0,0,0,0,0,0,4,2008,115000,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,6.0
109,50,8500,5,7,1919,2005,0,0,793,793,520,0,1517,0,0,2,0,3,1,0,0,0,0,144,0,0,0,0,8,2007,115000,2.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,13.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,5.0,3.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,5.0,5.0
110,20,11751,6,6,1977,1977,705,0,1139,1844,0,0,1844,0,0,2,0,3,1,1,546,0,122,0,0,0,0,0,1,2010,190000,4.0,2.0,2.0,1.0,14.0,5.0,5.0,5.0,6.0,5.0,3.0,10.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,4.0,5.0
111,50,9525,6,4,1954,1972,444,0,550,994,639,0,1855,0,0,2,0,4,1,0,325,182,0,0,0,0,0,0,10,2006,136900,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
112,80,7750,7,5,2000,2000,250,0,134,384,656,0,1430,0,0,2,1,3,1,1,400,180,0,0,0,0,0,0,4,2010,180000,4.0,2.0,2.0,1.0,15.0,5.0,5.0,5.0,5.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,7.0,4.0,4.0,3.0,5.0,5.0
113,60,9965,7,5,2007,2007,984,0,280,1264,1414,0,2696,1,0,2,1,4,1,1,792,120,184,0,0,168,0,0,10,2007,383970,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,7.0,4.0,4.0,3.0,9.0,6.0
114,20,21000,6,5,1953,1953,35,869,905,1809,0,0,2259,1,0,2,0,3,1,2,450,166,120,192,0,0,0,0,10,2007,217000,4.0,1.0,1.0,3.0,18.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,2.0,5.0,3.0,7.0,5.0,2.0,4.0,3.0,4.0,2.0
115,70,7259,6,8,1945,2002,774,150,104,1028,884,0,2320,1,0,2,1,3,1,1,180,224,0,0,0,0,0,0,7,2007,259500,4.0,2.0,2.0,1.0,18.0,5.0,5.0,5.0,7.0,1.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
116,160,3230,6,5,1999,1999,419,0,310,729,729,0,1458,0,0,2,1,2,1,1,440,0,32,0,0,0,0,0,6,2007,176000,5.0,1.0,2.0,3.0,20.0,5.0,5.0,4.0,7.0,2.0,3.0,5.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
117,20,11616,5,5,1962,1962,170,670,252,1092,0,0,1092,0,1,1,0,3,1,1,288,0,20,144,0,0,0,0,9,2009,139000,4.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
118,20,8536,5,5,2006,2007,0,0,1125,1125,0,0,1125,0,0,1,1,2,1,0,430,80,64,0,0,0,0,0,4,2007,155000,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,9.0,6.0
119,60,12376,7,5,1990,1990,1470,0,203,1673,1523,0,3222,1,0,3,0,5,1,2,594,367,0,0,0,0,0,0,5,2010,320000,4.0,1.0,2.0,3.0,13.0,5.0,5.0,5.0,7.0,5.0,3.0,10.0,2.0,2.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
120,60,8461,6,5,2005,2006,0,0,728,728,728,0,1456,0,0,2,1,3,1,1,390,0,24,0,0,0,0,0,7,2006,163990,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,9.0,6.0
121,80,21453,6,5,1969,1969,938,0,0,938,0,0,988,1,0,1,0,1,1,2,540,0,130,0,130,0,0,0,10,2006,180000,4.0,2.0,3.0,5.0,19.0,5.0,5.0,5.0,5.0,4.0,4.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
122,50,6060,4,5,1939,1950,0,0,732,732,351,0,1123,0,0,1,0,3,1,0,264,0,0,140,0,0,0,0,6,2007,100000,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,2.0,5.0,5.0
123,20,9464,6,7,1958,1958,570,0,510,1080,0,0,1080,0,0,1,0,3,1,0,288,0,0,0,0,130,0,0,6,2008,136000,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
124,120,7892,6,5,1993,1993,300,0,899,1199,0,0,1199,0,0,2,0,2,1,0,530,0,63,0,0,0,0,0,3,2008,153900,4.0,1.0,2.0,1.0,13.0,5.0,5.0,4.0,6.0,2.0,3.0,10.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
125,20,17043,6,5,1979,1998,0,0,1362,1362,0,0,1586,0,0,2,0,3,1,1,435,192,0,0,0,0,0,0,1,2009,181000,4.0,2.0,2.0,5.0,14.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
126,190,6780,6,8,1935,1982,490,0,30,520,0,234,754,1,0,1,0,2,1,0,0,53,0,0,0,0,0,0,6,2006,84500,2.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,7.0,6.0,6.0,4.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,5.0,5.0
127,120,4928,6,5,1976,1976,120,0,958,1078,0,0,958,0,0,2,0,2,1,1,440,0,205,0,0,0,0,0,2,2007,128000,4.0,2.0,2.0,1.0,10.0,5.0,5.0,4.0,6.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
128,45,4388,5,7,1930,1950,116,0,556,672,0,0,840,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,6,2007,87000,2.0,2.0,1.0,1.0,6.0,3.0,5.0,5.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,5.0,5.0
129,60,7590,6,5,1966,1966,512,0,148,660,688,0,1348,0,0,1,1,3,1,1,453,188,108,0,0,0,0,0,7,2006,155000,4.0,1.0,2.0,1.0,11.0,8.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
